name,uuid,description,keywords,prompts.batch,preferred_score,targets
electron_counts,2afd94c3-5e5b-12d5-22b3-9e2777691cc5,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of S2O3^{2-}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['58']
icho_uk_2019_5d,2b0bd70d-8084-f271-be08-59d261cd9e52,Calculating the molar mass of a compound in a sample using titration.,"['polymer', 'titration', 'physical-chemistry', 'molar-mass', 'requires-calculation', 'icho', 'stochiometry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the average molar mass of polymer chains in a polylactic acid (PLA) sample, measured in grams per mole, based on the dissolution of 0.1619 g of PLA in 25 cm^{3} of benzyl alcohol and titration with a 0.04 mol dm^{-3} KOH solution, yielding a titre of 6.81 cm^{3}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['595']
metal_complexes_1,2bf672c3-5361-9962-9fd0-2a5bd2e90769,Metal complexes questions,"['requires-knowledge', 'requires-calculation', 'inorganic-chemistry', 'oxidation number', 'metal complex', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation number of the metal in the compound [Co(C2O4)2Cl2]^{3-}?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['3']
number_1h_nmr_shifts,2d2b241b-c17b-f830-d416-5f027669a398,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES OC1C2C3CC1C23C=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['8']
polymer_chemistry_12,2d6aa6a7-24d2-97e4-81d0-e259e8dc8db0,Poly(lactic acid) synthesis by condensation polymerization,"['polymer-chemistry', 'poly(lactic acid)', 'molar mass', 'requires-reasoning', 'requires-calculation', 'stoichiometry']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How can you determine the average molar mass of polymer chains in a sample of poly(lactic acid) (PLA) using end-group analysis? In this procedure, 0.1619 g of PLA was dissolved in 25 cm^3 of benzyl alcohol, and the mixture was titrated with 0.0400 mol dm^{-3} KOH solution. The volume of KOH solution required to reach the endpoint was 6.81 cm^3. What is the average molar mass of the polymer chains in the sample of PLA (in g mol^{-1})?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['595']
icho_uk_2022_q1c,317c9e7c-978a-3750-2907-4c33bf13498f,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'fermentation', 'physical-chemistry', 'reaction', 'icho', 'difficulty-basic', 'stochiometry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The anaerobic fermentation of glucose is C6H12O6 -> xC2H5OH + 2CO2. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
icho_uk_2011_2c,31865416-19a9-3218-8f72-4ec34c9d5340,Predicting the appropriate stoichiometric coefficient to complete the given reaction.,"['stoichiometric coefficient', 'inorganic-chemistry', 'reaction', 'icho', 'stochiometry', 'difficulty-basic', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: The reaction between lime and coke is CaO + 3C -> xCaC2 + CO. What is x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1']
number_1h_nmr_shifts,3352f446-78cd-b46a-6b8d-00efbdc722ba,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CC12CC(C1)CC(O)C2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['12']
oxidation_states,336d27e8-e648-7820-7caa-ed1c6e6e8d16,Predicting the oxidation state of an element in a chemical compound,"['oxidation states', 'requires-reasoning', 'general-chemistry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of N in NO3^-?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
oxidation_states,336e6ef8-1757-5d24-ed9a-92208575c3d2,Predicting the oxidation state of an element in a chemical compound,"['oxidation states', 'requires-reasoning', 'general-chemistry', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the oxidation state of N in Cu(NO3)2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['5']
electron_counts,344c8e97-ea89-f775-a86d-7b048dc1996c,Predicting the total electron count of a compound,"['electron counts', 'general-chemistry', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the total electron count of S8?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['128']
OVGU-CE-march-2021-1,34cc4ddd-e3d2-f672-a9fc-67bbdead375e,Laminar flame speed,"['combustion', 'stoichiometry', 'chemical engineering', 'technical-chemistry', 'requires-calculation', 'requires-reasoning', 'requires-knowledge']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: A methane flame of 2.5 mm height is observed above the bunsen burner whose tube has a diameter of 8 mm.  The laminar flame speed at 25 deg C, 101.325 kPa and air to fuel equivalence ratio (\\lambda) of 1.2 is 0.38 m/s. What would be the air flow rate (L/min) if reactants enter the burner at 25 deg C, 101.325 kPa and air to fuel equivalence ratio (\\lambda) of 1.2?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['1.24']
number_1h_nmr_shifts,34cd3ce2-5820-a45a-b4db-a88ad44e9d70,Predicting the maximum number of 1H NMR peaks for a molecule.,"['nmr', 'analytical-chemistry', '1H', 'symmetry', 'requires-reasoning']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: What is the number of peaks in the 1H NMR spectrum of a molecule with SMILES CCC1OC1CNC=O?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['9']
icho_uk_2022_q2d,351e576b-6966-6e54-4517-ea0aeac6f211,Predicting the correct molecular formula to complete the given reaction.,"['molecular formula', 'inorganic-chemistry', 'p-block', 'reaction', 'icho', 'requires-reasoning', 'difficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: For every two molecules of nitrous acid thermally decomposed, one molecule each of NO, NOx, and H2O are formed. What is the value of x?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['2']
number_of_structural_isomers,35b5dde3-c9e6-3065-29c7-2fcc9a0d49b1,Predicting the total number of structural isomers for a given molecular formula.,"['isomers', 'requires-reasoning', 'organic-chemistry', 'dfficulty-basic']","[{'messages': [{'role': 'user', 'content': ""The following is a question about chemistry.\n\nQuestion: How many structural isomers (excluding stereochemistry) are there for C4H11N?\n\nYou MUST include the final answer within the following tags: [ANSWER] and [/ANSWER].\nFor example, '[ANSWER]<answer>[/ANSWER]', where <answer> is only one number. Always answer in exactly this format, with ONE NUMBER between the two tags, even if you are unsure. Use dots as decimal separator. We require this because we use automatic parsing.""}]}]",mae,['8']
